Date,BEAI2,BRLI4,CMMI4,COPI2,DBQI4,FAII4,GGYM7,HAVI2,HNNM7,HNYI2,IL03,IL03_Tail,IL04,IL04_Tail,IL05,IL05_Tail,IL06,IL06_Tail,IL07,IL07_Tail,IL08,IL08_Tail,KHBI2,KNGI2,LSLI2,MI11,MI11_Tail,MI12,MI12_Tail,MI13,MI13_Tail,MI14,MI14_Tail,MI15,MI15_Tail,MI16,MI16_Tail,MI17,MI17_Tail,MI18,MI18_Tail,MI19,MI19_Tail,MI20,MI20_Tail,MI21,MI21_Tail,MI22,MI22_Tail,MORI2,MUSI4,PIAI2,UINI2,05552500,05527500,05585000,05446500,05583000,05570000,05555300
10Oct2022,429.4,519.05,572.66,430.17,592.87,545.34,480.98,429.83,459.65,440.26,538.94,504.64,504.92,483.34,482.99,458.59,458.78,440.33,440.09,430.12,429.22,420,528.95,429.8,440.57,602.99,592.89,592.24,584.06,582.96,572.78,571.89,561.09,560.74,546.41,545.21,537.12,535.93,529.64,528.06,519.59,517.93,481.68,480.75,471.1,470.04,460.42,459.41,449.92,483.22,536.69,440.22,470.03,467.44,511.81,434.93,569.68,455.93,471.09,524.21
11Oct2022,429.23,519.13,572.72,430.05,592.88,545.22,481,429.69,459.68,440.46,538.91,504.68,504.88,484.06,483.03,459.07,458.9,441.07,439.65,430,429.08,420.17,529.1,429.69,440.99,602.92,592.92,592.2,584.16,582.94,572.87,571.91,561.36,561.02,546.48,545.08,537.08,535.96,529.72,528.2,519.69,517.79,481.62,480.7,471.27,470.19,460.55,459.41,450.09,483.79,536.67,439.77,470.12,467.4,511.84,434.98,569.63,455.95,471.14,
12Oct2022,429.3,519.07,572.71,430.08,592.66,545.4,480.92,429.75,459.76,440.55,539.09,504.64,504.9,483.85,483.26,458.83,458.83,440.66,440.22,430.11,429.16,419.82,529.02,429.78,440.95,603.15,592.73,592.21,584.04,583.08,572.89,571.94,561.14,560.7,546.67,545.23,537.1,536.08,529.56,528.21,519.6,518.07,481.51,480.75,471.08,470.27,460.51,459.51,450.1,483.66,536.6,440.37,470.21,467.6100001,511.89,435.05,569.66,455.97,471.19,524.33
13Oct2022,429.28,519.15,572.77,430.24,592.69,545.34,480.95,429.8,459.72,440.61,538.86,504.76,504.95,484,483.22,458.74,458.8,440.74,440.47,430.42,429.12,419.71,528.99,429.99,441.02,603.05,592.7,592.13,584.05,583.14,572.92,572.03,561.45,561.08,546.51,545.2,537.08,536.04,529.59,528.18,519.68,518.09,481.55,480.74,470.98,470.02,460.43,459.46,450.01,483.67,536.64,440.55,469.99,467.7600002,511.90,435.07,569.64,456.00,471.19,524.27
14Oct2022,429.42,519.21,572.81,430.93,592.63,545.47,481.03,430.27,459.67,440.74,539.1,504.76,504.93,483.37,483.03,458.71,458.79,441.16,440.14,431.1,429.25,420.37,529,430.64,441.26,602.97,592.63,592.07,583.96,583.14,572.92,572.05,561.22,560.85,546.53,545.32,537.15,536.09,529.59,528.16,519.72,517.93,481.61,480.85,471.08,470.18,460.28,459.46,449.9,483.33,536.69,440.2,470.16,467.7600002,511.86,435.06,569.61,456.01,471.19,524.29
15Oct2022,429.31,519.11,572.85,430.79,592.57,545.43,481.17,430.2,459.83,440.66,538.7,504.46,504.74,483.49,483.14,458.89,458.93,441.01,440.04,431.08,429.14,420.6,529.02,430.55,441.14,602.99,592.59,591.97,583.99,582.96,572.99,572.08,561.48,561.07,546.45,545.3,537.21,536.11,529.65,528.09,519.65,517.95,481.71,480.99,471.27,470.42,460.5,459.55,450.01,483.43,536.76,440.13,470.43,467.7499999,511.86,435.04,569.60,455.96,471.19,524.37
16Oct2022,429.32,519.04,572.87,430.9,592.43,545.42,481.22,430.23,459.99,440.34,538.88,504.84,505.02,483.8,483.18,458.69,458.78,440.65,440.2,431.44,429.14,420.4,528.93,430.7,440.81,603.2,592.46,591.97,583.78,583.02,572.98,572.13,561.27,560.85,546.69,545.26,537.14,536.13,529.51,528.16,519.54,518.08,481.73,481.09,471.17,470.37,460.66,459.8,450.14,483.5,536.69,440.21,470.36,467.8400001,511.84,435.06,569.54,455.95,471.20,524.30
17Oct2022,429.29,519.03,572.85,431.03,592.52,545.44,481.12,430.34,459.88,440.25,539.06,504.8,505.01,483.54,483.12,458.66,458.79,440.43,440.08,431.54,429.06,420.49,528.9,430.81,440.62,603.33,592.53,592.09,583.73,583.05,572.91,572.15,561.39,561.05,546.55,545.32,537.02,536.01,529.46,528.15,519.53,518.02,481.66,480.94,471.15,470.29,460.54,459.7,449.96,483.37,536.58,440.06,470.26,467.96,511.84,435.07,569.48,455.95,471.20,524.24
18Oct2022,429.3,519.08,572.83,430.46,592.65,545.51,481.11,430.03,459.66,440.02,538.64,504.48,504.82,483.43,483.16,458.62,458.74,440.04,440.07,430.53,429.07,420.56,528.87,430.08,440.29,603.4,592.66,592.2,583.72,582.92,572.89,572.05,561.41,560.99,546.69,545.35,536.97,535.88,529.43,528.05,519.58,517.96,481.66,480.92,471.06,470.12,460.35,459.48,449.89,483.34,536.51,440.09,470.12,467.9700002,511.84,435.01,569.46,455.91,471.19,524.23
19Oct2022,429.11,519.11,572.68,429.98,592.79,545.55,481.01,429.64,459.56,439.98,538.89,504.82,505.02,483.59,483.23,458.73,458.8,440.42,439.86,429.97,429.02,419.78,528.88,429.66,440.57,603.4,592.82,592.25,583.83,582.85,572.77,571.88,561.21,560.83,546.69,545.41,537.01,535.9,529.49,527.99,519.61,517.94,481.59,480.83,471.05,470.11,460.31,459.33,449.91,483.53,536.55,439.88,470.11,467.9,511.86,434.93,569.43,455.90,471.18,524.27
20Oct2022,429.25,519.08,572.57,429.95,592.92,545.41,481.2,429.61,459.64,440.15,539.07,504.92,505.13,483.58,483.23,458.59,458.74,440.25,439.99,429.95,429.09,419.56,528.85,429.68,440.48,603.34,592.95,592.32,584.02,582.92,572.66,571.82,561.36,561.04,546.41,545.29,536.98,535.91,529.48,527.97,519.57,517.96,481.73,481.01,471.08,470.17,460.35,459.39,449.97,483.44,536.54,439.98,470.16,467.7400002,511.86,434.89,569.19,455.88,471.17,524.27
21Oct2022,429.36,519.08,572.62,430.23,592.96,545.36,481.29,429.86,459.81,440.32,539.04,504.82,505.04,483.56,483.19,458.67,458.81,440.41,439.77,430.21,429.19,419.71,528.83,429.91,440.52,603.3,592.97,592.34,584.23,583.01,572.76,571.85,561.34,561,546.4,545.23,536.89,535.83,529.43,527.93,519.57,517.85,481.82,481.07,471.2,470.27,460.52,459.54,450.01,483.56,536.44,439.81,470.18,467.5500001,511.90,434.91,569.33,455.87,471.15,524.28
22Oct2022,429.14,519.02,572.85,430.19,592.96,545.45,481.03,429.7,459.85,440.39,538.84,504.73,505.02,483.36,483.1,458.58,458.78,440.35,439.84,430.05,429.02,420.55,528.78,429.76,440.64,603.29,592.99,592.25,584.33,583.06,572.93,571.99,561.33,561.01,546.45,545.36,536.94,535.8,529.42,527.84,519.5,517.91,481.63,480.71,471.26,470.18,460.76,459.58,450.21,483.33,536.45,439.86,470.22,467.42,511.93,435.01,569.28,455.85,471.14,524.27
23Oct2022,429.23,519.11,572.98,430.18,593.06,545.46,480.92,429.71,459.87,440.64,538.96,504.55,504.8,483.34,483.17,458.56,458.82,440.84,439.36,430.1,429.05,420.63,528.88,429.82,441.08,603.18,593.12,592.22,584.6,582.99,573.23,572.1,561.17,560.82,546.51,545.37,537.07,535.88,529.63,527.82,519.64,517.86,481.5,480.6,471.12,470.05,460.76,459.57,450.4,483.34,536.59,439.37,469.96,467.2600002,511.95,434.96,569.22,455.85,471.14,524.27
24Oct2022,429.25,519.18,572.63,430.02,593,545.64,481.31,429.67,459.78,440.61,539.1,504.67,504.82,483.51,483.15,458.72,458.77,440.77,439.63,430.08,429.05,420.73,528.96,429.78,441.01,603.22,593.06,592.18,584.57,582.9,573.36,572.17,561.35,560.87,546.89,545.51,537.34,536.06,529.78,527.84,519.78,517.9,481.85,481.12,471.01,469.9,460.6,459.48,450.32,483.41,536.83,439.63,469.86,467.2200002,511.95,434.97,569.17,455.83,471.16,524.30
25Oct2022,429.23,519.16,572.52,431.02,593.03,545.36,482.39,430.12,459.89,440.67,539.03,504.65,504.79,483.92,483.1,459.1,458.93,441.36,440.25,432.43,429.03,420.46,529.18,431.07,441.26,603.33,593.08,592.25,584.72,583.12,573.35,572.22,561.42,560.89,547.07,545.13,537.69,536.22,530.1,527.99,519.88,517.89,482.8,482.15,471.53,470.1,460.95,459.58,450.09,483.69,537.14,440.43,470.1,467.3899998,511.97,435.19,569.18,455.89,471.29,524.38
26Oct2022,429.54,519.26,572.74,432.02,593.1,545.07,482.04,431.12,459.93,440.14,539.07,504.67,504.84,484.17,483.17,459.1,458.88,441.07,439.98,432.49,429.07,421.73,529.28,432.07,441.03,603.14,593.16,592.12,584.91,582.99,573.6,572.24,561.66,561.01,547.07,544.84,537.6,536.09,530.24,528.04,519.99,517.82,482.73,481.77,471.77,469.86,461.17,459.47,450.71,483.87,537.05,440.02,469.89,467.6300001,512.16,436.13,569.33,455.99,471.48,524.54
27Oct2022,429.42,519.23,572.64,430.53,592.95,545.43,481.66,430.05,459.91,440.21,539.02,504.46,504.79,483.83,483.18,459.01,458.9,441.09,440.26,430.6,429.16,421.09,529.24,430.48,441.01,603.07,593.04,591.99,584.84,582.93,573.49,572.16,561.5,560.84,547.24,545.24,537.59,536.03,530.24,527.99,519.98,517.77,482.57,481.37,471.57,469.77,461.06,459.49,450.47,483.68,537.01,440.23,469.79,468.0399999,512.20,436.02,569.36,456.55,471.57,524.59
28Oct2022,429.34,519.21,572.59,430.49,592.92,545.45,481.59,429.96,459.85,440.26,538.97,504.57,504.78,484.18,483.02,459.36,459.16,441.05,440.19,430.83,429.06,420.89,529.25,430.54,441.2,603.16,593.02,591.98,584.78,582.91,573.42,572.16,561.37,560.81,547.05,545.27,537.69,536.17,530.24,527.97,519.96,517.79,482.36,481.29,471.54,469.71,460.99,459.42,450.43,483.83,537.13,440.22,469.75,468.2499999,512.36,436.07,569.53,457.28,471.76,524.58
29Oct2022,429.46,519.08,572.67,430.64,592.91,545.36,481.75,430.08,459.77,440.41,539.07,504.66,504.91,484.04,483.2,458.93,458.83,440.99,440.25,431.02,429.18,420.83,529.17,430.76,441.05,603.21,593.01,591.96,584.78,582.96,573.44,572.27,561.36,560.79,547.07,545.16,537.57,536.09,530.07,527.91,519.82,517.66,482.48,481.48,471.58,469.78,460.9,459.4,450.39,483.7,536.99,440.32,469.77,468.19,512.50,435.95,569.45,457.50,471.72,524.68
30Oct2022,429.48,518.93,572.51,431.11,592.82,545.35,481.65,430.4,459.86,440.39,538.88,504.79,505.02,483.92,483.18,458.75,458.8,440.84,440.19,431.67,429.1,421.27,529.11,431.21,440.92,603.29,592.89,591.97,584.66,583.08,573.29,572.16,561.55,561.01,546.96,545.17,537.48,536.05,530.01,527.92,519.66,517.7,482.11,481.35,471.63,470.03,460.92,459.49,450.52,483.58,536.94,440.26,470.03,468.1399998,512.54,435.67,569.43,457.32,471.67,524.76
31Oct2022,429.5,518.91,572.43,431.26,592.81,545.44,481.53,430.57,459.91,440.34,538.99,504.68,504.96,483.88,483.26,459.02,458.83,441.1,440.06,431.81,429.07,421.5,529.11,431.36,441.23,603.41,592.88,591.98,584.57,583.08,573.22,572.02,561.28,560.73,546.99,545.27,537.53,536.07,530.01,527.89,519.65,517.64,481.74,481.26,471.51,470.11,460.92,459.58,450.38,483.57,536.98,440.11,470.12,468.0799999,512.50,435.54,569.40,457.11,471.57,524.67
01Nov2022,429.41,518.93,572.37,431,592.81,545.29,481.49,430.35,459.88,440.26,538.86,504.56,504.83,484.04,483.14,459.03,458.83,440.89,440.06,431.38,429.07,421.58,529.1,431.1,440.91,603.45,592.88,592.09,584.38,583.05,573.08,572.04,561.43,561.02,546.59,545.13,537.33,536,529.99,527.89,519.69,517.72,481.75,481.23,471.37,470.03,460.82,459.58,450.24,483.67,536.82,440.13,470.03,467.8400001,512.48,435.41,569.35,457.30,471.44,524.57
02Nov2022,429.48,518.96,572.46,430.78,592.82,545.08,481.16,430.22,459.81,440.19,538.93,504.7,504.89,483.95,483.23,458.8,458.75,440.59,440.04,431.21,429.13,421.33,529,430.9,440.73,603.49,592.9,592.1,584.35,583.02,573.16,572.16,561.36,560.93,546.54,544.92,537.23,535.91,529.79,527.89,519.61,517.73,481.31,480.94,471.13,469.92,460.65,459.52,450.33,483.69,536.74,440.09,469.95,467.7400002,512.55,435.32,569.31,457.66,471.37,524.51
03Nov2022,429.32,519.02,572.52,430.41,592.86,545.13,481.47,429.93,459.61,440.4,538.99,504.77,505.08,483.67,483.04,458.85,458.8,440.82,439.75,430.46,428.99,421.33,528.96,430.33,441,603.41,592.95,592.1,584.41,582.89,573.24,572.16,561.28,560.83,546.53,544.99,537.16,535.84,529.73,527.87,519.64,517.93,481.52,481.28,471.07,469.96,460.44,459.36,450.1,483.52,536.64,439.79,469.97,467.71,512.55,435.25,569.39,457.37,471.35,524.45
04Nov2022,429.41,518.95,572.62,430.39,592.97,545.32,481.61,429.8,459.7,440.46,539.02,504.91,505.11,484.17,483.08,459.01,458.84,441.04,439.84,430.37,429.15,420.72,528.96,430.3,441.05,603.49,593.02,592.29,584.47,583.12,573.29,572.34,561.33,560.91,546.73,545.16,537.17,535.96,529.66,527.99,519.56,518.12,481.65,481.4,471.21,470.16,460.54,459.35,450.2,483.8,536.66,439.88,470.14,467.73,512.54,435.21,569.29,457.13,471.38,524.43
05Nov2022,429.47,519.39,572.79,430.82,593.32,545.65,481.69,430.15,459.79,441.3,538.88,504.92,504.94,484.08,483.29,458.92,458.75,442,439.42,430.94,429.09,420.9,529.59,430.78,442.13,603.43,593.46,592.35,585.23,583.13,573.77,572.18,561.37,560.67,547.51,545.43,537.86,536.15,530.53,528.25,520.17,517.86,481.81,481.41,471.46,470.1,460.79,459.45,450.13,483.77,537.24,439.56,470.08,467.8200001,512.54,435.29,569.36,457.06,471.44,524.48
06Nov2022,429.48,519.55,572.92,430.72,593.37,545.6,482.05,429.94,460.19,440.84,539.03,504.77,505.01,484.25,483.12,458.87,458.74,441.2,440.3,431.95,429.16,420.89,529.67,431.01,441.47,603.08,593.48,592.36,585.35,583.39,573.88,572.25,561.88,561.07,547.61,545.35,537.91,536.12,530.76,528.28,520.41,517.93,482.88,481.73,472.18,470.48,461.41,459.67,450.49,483.76,537.27,440.53,470.41,467.98,512.48,435.28,569.54,457.22,471.44,524.63
07Nov2022,429.57,519.62,572.92,432.37,593.53,545.79,482.14,431.2,460.32,440.47,538.92,504.6,504.92,484.12,483.13,458.91,458.83,440.97,439.99,433.45,429.18,421.92,529.76,432.61,441.07,602.89,593.67,592.33,585.49,583.23,573.98,572.25,561.82,561.07,547.78,545.52,538.26,536.29,531.03,528.1,520.55,517.8,483.12,481.75,472.76,470.54,461.92,459.78,451,483.7,537.57,440.27,470.58,467.9500002,512.43,435.24,570.47,457.43,471.43,524.56
08Nov2022,429.48,519.72,572.79,431.63,593.63,545.9,481.73,430.96,460.52,440.15,539.12,504.81,505.05,483.63,483.19,458.95,458.78,440.56,440.08,432.03,429.04,422.64,529.92,431.68,440.74,602.93,593.79,592.3,585.64,583.1,573.83,572.1,561.65,560.81,548.09,545.59,538.56,536.39,531.36,528.01,520.71,517.67,483,481.29,472.77,470.32,462.17,459.95,451.41,483.5,537.82,440.13,470.36,467.9700002,512.40,435.25,570.59,457.33,471.51,524.50
09Nov2022,429.39,519.73,572.83,430.4,593.6,545.64,481.35,429.96,460.38,440.25,538.81,504.58,504.91,484.26,483.34,458.84,458.83,440.58,440.09,430.47,429.11,421.38,529.95,430.4,440.9,603.09,593.75,592.27,585.62,583.13,573.89,572.1,561.72,560.89,547.96,545.33,538.43,536.18,531.35,528.07,520.73,517.62,482.68,480.89,472.72,470.12,462.09,459.76,451.4,483.88,537.66,440.14,470.17,468.3400001,512.37,435.33,570.95,457.20,471.53,524.44
10Nov2022,429.41,519.76,573.03,430.21,593.65,545.47,480.94,429.73,460.06,440.4,538.93,504.65,504.92,483.87,483.35,459.02,458.86,441.24,439.96,430.15,429.18,420.79,529.91,430.14,441.4,603.27,593.84,592.32,585.84,583.14,574.17,572.18,561.94,560.87,548.21,545.11,538.28,536.12,531.25,528.06,520.76,517.85,482.58,480.45,472.58,469.85,461.89,459.45,451.21,483.77,537.58,439.98,469.88,468.4900002,512.34,435.33,571.00,457.09,471.66,524.47
11Nov2022,429.37,519.67,573.18,430.62,593.9,545.7,480.85,430,459.96,440.42,538.94,504.76,505.08,483.62,483.16,458.91,458.76,440.89,440.39,431.31,429.11,420.41,529.88,430.69,440.96,603.39,594.11,592.35,586.15,583.2,574.44,572.17,562.14,560.84,548.8,545.23,538.72,536.32,531.26,528.02,520.71,517.63,482.44,480.38,472.52,469.65,461.76,459.48,451.13,483.47,537.92,440.5,469.67,468.5700001,512.31,435.24,571.13,456.97,471.65,524.50
12Nov2022,429.46,520.04,573.02,431.09,593.93,545.89,480.9,430.41,459.86,440.4,538.65,504.49,504.83,483.49,483.08,459.16,459.07,441.36,440.16,431.52,429.1,421.02,530.27,431.11,441.42,603.21,594.14,592.36,586.23,583.19,574.35,571.99,562.07,560.83,548.84,545.45,539,536.31,531.91,527.9,521.21,517.54,482.66,480.31,472.98,469.69,461.75,459.27,451.12,483.43,538.16,440.21,469.71,468.5999998,512.29,435.24,571.00,456.88,471.60,524.46
13Nov2022,429.39,520,573.08,430.97,594.1,545.78,481.07,430.28,460.3,440.29,539.08,504.72,504.88,484.03,483.31,458.81,458.82,440.53,440.19,431.34,429.09,421.04,530.27,431.01,440.93,603.25,594.31,592.32,586.43,583.06,574.47,571.98,562.15,560.95,548.75,545.33,539,536.13,532.02,527.73,521.16,517.51,482.79,480.5,473.19,469.99,462.38,459.54,451.72,483.76,538.09,440.23,470.07,468.67,512.26,435.23,570.84,456.79,471.57,524.45
14Nov2022,429.41,520.08,573.12,430.83,594.25,545.74,480.89,430.24,460.3,440.37,538.93,504.8,505.06,483.59,482.94,458.83,458.78,440.56,440.16,431.21,429.13,420.94,530.3,430.81,440.73,603.31,594.46,592.34,586.6,582.99,574.55,571.95,562.05,560.71,548.84,545.28,538.98,536.16,532.05,527.76,521.23,517.59,482.64,480.33,473.08,469.96,462.36,459.57,451.58,483.22,538.08,440.19,470.03,468.6599998,512.24,435.19,570.67,456.71,471.58,524.41
15Nov2022,429.42,520.25,573.08,430.85,594.55,545.84,480.62,430.23,460.23,440.29,538.62,504.69,504.97,483.02,482.65,458.85,458.82,440.6,440.14,431.27,429.1,420.9,530.3,430.89,440.84,603.22,594.81,592.57,586.7,583.07,574.49,571.91,562.17,560.92,548.94,545.4,538.82,536.02,531.99,527.8,521.33,517.84,482.54,480,472.97,469.77,462.27,459.53,451.56,482.92,538.05,440.19,469.84,468.6399998,512.22,435.17,570.58,456.64,471.67,524.41
16Nov2022,429.4,520.23,573.36,430.72,594.53,545.8,480.9,430.16,460.1,440.3,539.09,504.63,504.76,483.88,483.11,459.52,458.98,441.3,440.06,430.94,429.21,420.79,530.29,430.65,441.24,603.1,594.76,592.57,586.98,583.21,574.85,572.14,562.34,560.96,549.04,545.34,538.89,535.94,531.99,527.76,521.31,517.69,482.7,480.28,473.11,470.01,462.22,459.44,451.45,483.71,538.06,440.1,470.03,468.7200002,512.22,435.16,570.65,456.73,471.81,524.40
17Nov2022,429.35,520.23,573.6,430.49,594.33,545.88,480.77,430.03,460.16,440.41,539.05,504.91,505.02,483.88,483.27,458.95,458.75,440.89,440.12,430.76,429.23,420.52,530.39,430.42,441.18,603.18,594.56,592.39,586.87,583.28,575.1,572.4,562.33,560.84,549.21,545.36,538.97,536.01,532.09,527.89,521.3,517.77,482.62,480.18,473.05,470.09,462.29,459.5,451.49,483.66,538.16,440.09,470.11,468.8200001,512.21,435.17,570.61,456.87,471.85,524.41
18Nov2022,429.42,520.27,573.59,430.6,594.01,545.93,480.84,430.12,460.24,440.36,538.92,504.76,505.07,483.33,482.73,458.92,458.77,441.09,440.22,430.82,429.25,420.29,530.54,430.61,441.21,603.06,594.24,592.2,586.7,583.19,575.1,572.38,562.51,561.06,549.35,545.38,539.13,536.09,532.25,528.1,521.39,517.65,482.67,480.23,473.08,470.06,462.32,459.54,451.55,483.05,538.31,440.27,470.11,468.7699999,512.18,435.21,570.62,456.86,471.68,524.40
19Nov2022,429.36,520.37,573.27,430.52,593.75,545.89,480.85,430.04,460.23,440.5,538.91,504.63,504.78,483.4,483.01,459.05,458.76,441.21,440.26,430.7,429.21,420.14,530.64,430.39,441.44,603.12,593.92,592.23,586.02,583.19,574.54,572.04,562.14,560.82,549.19,545.38,539.03,536.18,532.3,528.4,521.5,517.77,482.7,480.26,473.08,470.08,462.3,459.52,451.46,483.31,538.31,440.3,470.12,,512.17,435.18,570.58,456.75,471.52,524.42
20Nov2022,429.36,520.36,572.87,430.83,593.6,545.63,480.73,430.15,460.23,440.55,539.06,504.91,504.98,484.07,483.39,458.82,458.8,440.99,439.86,431.01,429.18,420.46,530.38,430.78,441.35,602.99,593.76,592.08,585.84,582.97,574.06,572,561.59,560.65,548.2,545.26,538.61,535.98,531.96,528.09,521.32,517.84,482.41,480.11,472.9,469.91,462.38,459.53,451.6,483.73,537.93,440.08,469.9,,512.12,435.15,570.49,456.55,471.40,524.37
21Nov2022,429.37,519.85,573.11,430.39,593.65,545.28,481.14,429.86,460.27,440.54,539.19,504.68,505.04,483.31,483,458.8,458.74,440.86,440.4,430.71,429.21,420.23,529.83,430.51,441.11,603.07,593.8,592.18,585.86,583.05,574.24,572.33,561.89,560.95,548.05,544.94,537.87,535.54,531.13,527.99,520.77,517.81,482.62,480.72,472.55,469.89,461.98,459.67,451.53,483.16,537.22,440.43,469.93,,512.13,435.11,570.39,456.47,471.54,524.39
22Nov2022,429.43,519.67,572.96,431.14,593.62,545.68,480.58,430.39,460.02,440.4,538.93,504.62,504.88,483.93,483.23,459.04,458.76,440.85,440.13,431.69,429.32,420.78,529.67,431.18,441.03,603.07,593.74,592.41,585.48,583.13,574,572.32,561.69,560.91,547.96,545.36,538.19,536.03,530.96,527.88,520.51,517.89,481.89,480.18,472.3,470.11,461.61,459.54,451.17,483.7,537.57,440.25,470.15,468.5100002,512.20,435.05,570.39,456.50,471.53,524.39
23Nov2022,429.34,519.62,573.04,431.01,593.4,545.58,481.15,430.32,460.06,440.29,538.56,504.61,504.96,483.77,483.23,458.97,458.75,440.76,440.1,431.43,429.21,421.52,529.78,431.05,440.79,603,593.47,592.31,585.42,583.13,574.05,572.4,561.66,560.78,548,545.29,538.09,536.03,531.04,527.95,520.55,517.87,482.23,480.81,472.21,470.3,461.46,459.6,450.82,483.61,537.51,440.16,470.34,468.4900002,512.19,435.06,570.38,456.42,471.49,524.40
24Nov2022,429.33,519.68,572.78,430.85,592.97,545.73,481.06,430.21,460.11,440.19,539.02,504.63,504.92,483.81,483.22,459.03,458.8,440.65,439.97,431.23,429.15,421.38,529.71,430.94,440.85,602.83,593.02,592.17,584.68,583.11,573.6,572.26,561.27,560.58,547.64,545.45,538.05,536.09,530.89,528.02,520.51,518.01,482.19,480.67,472.27,470.44,461.54,459.6,450.86,483.65,537.48,440.06,470.48,468.44,512.15,435.10,570.30,456.35,471.51,524.39
25Nov2022,429.31,519.52,572.58,430.83,592.92,545.46,481.01,430.22,460.15,440.08,538.72,504.59,504.9,483.63,483.3,458.96,458.72,440.39,439.98,431.22,429.15,421.2,529.39,430.86,440.75,602.75,592.95,592.12,584.54,583.01,573.34,572.16,561.4,560.81,547.3,545.24,537.65,535.96,530.4,527.92,520.24,518.03,482.15,480.6,472.28,470.43,461.57,459.71,451.01,483.6,537.12,440.05,470.46,468.2400002,512.14,435.16,570.32,456.31,471.49,524.39
26Nov2022,429.25,519.53,572.41,430.17,593.06,545.39,480.2,429.79,460.02,440.22,538.69,504.51,504.77,483.31,483.05,459.01,458.81,440.89,440.09,430.2,429.14,420.96,529.35,430.22,441.08,602.95,593.12,592.19,584.6,583,573.17,571.97,561.3,560.75,547.09,545.17,537.63,535.95,530.39,527.87,520.23,518.09,481.58,479.85,471.8,470.2,461.27,459.6,450.76,483.36,537.13,440.01,470.23,468.2899999,512.14,435.16,570.30,456.29,471.49,524.37
27Nov2022,429.34,519.48,572.63,430.7,593.23,545.24,480.78,430.11,460.01,440.17,539.04,504.84,505.12,483.97,483.13,459.08,458.84,440.95,440.21,431.14,429.17,421.21,529.28,430.87,441.16,603.07,593.29,592.22,585.04,582.99,573.56,572.07,561.49,560.86,547.13,545.02,537.56,535.94,530.27,527.83,520.18,518,481.99,480.4,471.89,470.17,461.23,459.62,450.68,483.69,537.04,440.22,470.2,468.2800002,512.18,435.61,570.25,456.48,471.62,524.44
28Nov2022,429.41,519.47,572.69,430.75,593.24,545.4,480.99,430.24,459.93,440.25,538.58,504.48,504.91,483.84,483.1,459.08,458.71,440.43,439.9,430.96,429.12,421.76,529.44,430.8,440.99,603.11,593.34,592.15,585.05,582.93,573.58,572.12,561.65,561,547.43,545.16,537.81,535.89,530.61,527.8,520.3,517.83,482.13,480.57,472.03,470.24,461.29,459.49,450.77,483.73,537.26,440.02,470.28,468.3099999,512.24,436.25,570.26,457.13,471.68,524.52
29Nov2022,429.31,519.57,572.65,430.4,593.34,545.28,481.41,429.91,460.3,440.44,538.84,504.65,504.75,483.77,483.14,459.01,458.81,441.09,439.73,430.42,429.12,421.62,529.48,430.21,441.41,603.41,593.43,592.3,585.09,582.99,573.65,572.04,561.51,560.66,547.67,544.94,537.76,535.93,530.57,527.84,520.39,517.66,482.44,481.14,472.04,470.35,461.56,460.04,450.74,483.56,537.2,439.81,470.33,468.21,512.34,436.21,570.21,457.84,471.67,524.50
30Nov2022,429.46,519.55,572.91,430.48,593.42,545.25,480.66,430.05,460.06,440.58,538.78,504.54,504.74,484.72,483.3,459.65,459.02,441.6,440.24,430.67,429.31,420.86,529.34,430.39,441.86,603.29,593.51,592.45,585.2,583.13,573.86,572.27,561.9,561.14,547.7,544.95,537.59,535.86,530.31,527.88,520.27,517.89,481.91,480.31,471.88,470.14,461.35,459.61,450.65,484.22,537.03,440.23,470.17,468.21,512.75,436.07,569.99,457.56,471.68,524.52
01Dec2022,429.38,519.52,572.89,430.91,593.42,545.58,480.76,430.25,459.73,440.67,539.01,504.76,504.98,484.24,483.09,459.2,458.84,441.27,440.21,431.49,429.25,421.49,529.56,430.97,441.56,603.02,593.49,592.14,585.28,582.98,573.8,572.34,561.58,560.84,547.67,545.36,538.02,536.01,530.81,527.85,520.34,517.79,481.78,480.37,471.84,470.05,461.04,459.25,450.61,483.81,537.46,440.26,470.01,468.1799998,512.86,435.84,570.26,457.45,471.68,524.71
02Dec2022,429.42,519.78,572.8,430.87,593.37,545.5,481.05,430.28,459.78,440.83,539.04,504.87,504.99,484.15,483.06,459.15,458.82,441.86,439.79,431.16,429.26,422,529.64,430.73,441.88,603.22,593.44,592.28,585.22,583.07,573.69,572.22,561.63,560.94,547.47,545.26,537.89,536,530.79,527.97,520.57,517.99,482.16,480.69,472,470.23,461.12,459.39,450.78,483.82,537.35,439.91,470.21,467.98,512.75,435.62,570.09,457.41,471.69,524.76
03Dec2022,429.48,519.66,572.91,431.28,593.42,545.48,481.25,430.49,460.06,440.69,538.67,504.55,504.79,484.25,483.18,459.52,459,441.5,440.38,432,429.2,421.68,529.48,431.34,441.82,603.17,593.49,592.38,585.26,583.11,573.84,572.34,561.59,560.81,547.65,545.21,537.78,535.88,530.61,527.86,520.44,518.05,482.3,480.9,472.15,470.28,461.41,459.61,450.56,483.91,537.24,440.48,470.25,468.0599999,512.61,435.51,569.88,457.38,471.61,524.66
